name,alias,part,age,infection,insurance,department,checklist,symptom,complication,treatment,drug,period,rate,money,,,,,
 腹主动脉血栓...,,,无特殊人群,无传染性,,外科  普外科,腹部平片,血运障碍 疲劳,动脉瘤,手术治疗，介入治疗，药物治疗,,30天,47%,根据不同医院，收费标准不一致，市三甲医院约（5000——20000元）,,,,,
 腹膜间皮瘤,,,男性略高于女性,无传染性,,肿瘤科  肿瘤内科,腹腔镜,弥漫性腹部骨化 腹泻,腹水 低血糖,手术治疗 药物治疗...,强力康颗粒 注射用硫酸长春新碱,1-3月,60%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）,,,,,
 腹腔动脉压迫综合征,,,多见于年轻女性,无传染性,,外科  普外科,腹部平片,腹泻 腹痛,恶心和呕吐,手术治疗,,3-6个月,60%,根据不同医院，收费标准不一致，市三甲医院约(3000-6000元),,,,,
 腹型偏头痛综合征,,,无特殊人群,无传染性,,内科  神经内科,脑电图检查,疲乏 皮肤苍白,,药物治疗 中医治疗,感冒清胶囊 牛黄解毒丸,1-3年,70%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）,,,,,
 腹膜后感染与脓肿,,,无特殊人群,无传染性,,内科  消化内科,腹部平片,恶心 后腹膜纤维化,菌血症 肾脓肿,手术治疗 药物治疗 康复治疗,注射用硫酸奈替米星,1-3月,85%,根据不同医院，收费标准不一致，市三甲医院约（2000-5000元）,,,,,
 腹膜后腔液体渗病,,,无特殊人群,无传染性,,内科  消化内科,腹部血管超声检查,腹痛 腹泻,急性胰腺炎 肾移植,药物治疗 康复治疗,,1个月,60%,根据不同医院，收费标准不一致，市三甲医院约（5000——20000元）,,,,,
 腹膜后间隙出血,,,无特殊人群,无传染性,,内科  消化内科,血管造影,腹膜刺激征 低血压,休克 肠梗阻,药物治疗 手术治疗 康复治疗,,1-2个月,60%,根据不同医院，收费标准不一致，市三甲医院约（2000-5000元）,,,,,
 腹膜后疝,,,无特殊人群,无传染性,,外科  普外科,腹部平片,急性肠扭转 腹痛,中毒性休克综合征,手术治疗 药物治疗...,小儿暖脐膏 十香暖脐膏,1-3周,80%,根据不同医院，收费标准不一致，市三甲医院约（6000-12000元）,,,,,
 肥厚型梗阻性心肌病,,,50岁以上的中老年人多见,无传染性,,外科  心胸外科,冠状动脉造影,心绞痛 水冲脉,心律失常 心内膜炎,药物治疗 手术治疗,,1-2个月,60%,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,,,,,
 腹绞痛综合征,,,无特殊人群,无传染性,,内科  消化内科,腹部叩诊音,腹部不适 发烧,肠梗阻 贫血,手术治疗 药物治疗...,,1-3周,70%,根据不同医院，收费标准不一致，市三甲医院约（2000——5000元）,,,,,
 风湿性二尖瓣...,,,无特殊人群,无传染性,,外科  心胸外科,心血管造影,乏力 劳动后气急,心律失常 急性心力衰竭,手术治疗,注射用硝普钠,2-3月,75%,根据不同医院，收费标准不一致，市三甲医院约（80000 —— 100000元）,,,,,
 腹型癫痫综合征,,,多见于儿童,无传染性,,内科  神经内科,腹部平片,腹壁不自主轴动 眩晕,结节性硬化病 水肿,支持治疗,白金丸 吡拉西坦片,3个月,40%,根据不同医院，收费标准不一致，市三甲医院约（4000——10000元）,,,,,
 肺炎球菌肺炎,,,无特殊人群,呼吸道传播,,内科  呼吸内科,胸部平片,咳嗽伴胸痛 高热,心肌炎 早搏,药物治疗 支持性治疗,阿奇霉素片 阿奇霉素分散片,1个月,80%,根据不同医院，收费标准不一致，市三甲医院约（2000-5000元）,,,,,
 肺大疱,,,多见于吸烟人群,无传染性,,内科  呼吸内科,胸部CT检查,胸闷憋气 气短,自发性气胸 张力性气胸,康复治疗 手术治疗,,2-4周,85%,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,,,,,
 肺泡蛋白质沉积症,,,无特殊人群，男女比例约3：1,无传染性,,内科  呼吸内科,胸部CT检查,乏力 胸痛,呼吸衰竭 多重肺部感染,支气管肺泡灌洗,,约3个月,约40%,根据不同医院，收费标准不一致，省市三甲医院约（ 8000——15000 元）,,,,,
 肺气肿,,,长期接触有机或无机粉尘，有害气体者，吸烟者,无传染性,,内科  呼吸内科,肺量计检测,桶状胸 纵隔浊音界扩大,呼吸衰竭 自发性气胸,药物治疗 支持性治疗...,噻托溴铵粉雾剂 氨茶碱片,120天,0.50%,根据不同医院，收费标准不一致，市三甲医院约（10000——30000元）,,,,,
 肺念珠菌病,,,免疫力低下病人,呼吸道传播,,内科  呼吸内科,肺量计检测,痰呈粘液脓性 肺部啰音,心肌炎 菌血症,抗真菌治疗，对症治疗，...,转移因子口服溶液 克霉唑阴道片,2-6周,80%,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,,,,,
 放射性肺炎,,,射线敏感人群,无传染性,,内科  呼吸内科,胸部平片,干性咳嗽 肺纤维化,支气管肺炎 肺气肿,药物对症治疗为主，早期...,乳酸左氧氟沙星片 阿奇霉素片,3个月,70%,根据损伤范围不同治疗费用不同，不同级别医院，收费有所差别，市三甲医院约（10000——50000元）,,,,,
 风湿性二尖瓣狭窄,,,年轻时患过急性风湿热的人群,无传染性,,外科  心胸外科,多普勒超声心动图,舒张期震颤 气急,低血压 急性心力衰竭,手术治疗为主，若失去手...,,15天,95%,根据不同医院，收费标准不一致，市三甲医院约（8-10万）,,,,,
 肺泡蛋白沉着症,,,无特殊人群,无传染性,,内科  呼吸内科,胸部CT检查,肺泡炎症 胸痛,呼吸衰竭,药物治疗...,,10-30天或更长,1-3%,根据不同医院，收费标准不一致，市三甲医院约（5000——80000元）,,,,,
 肺出血－肾炎综合征,,,无特殊人群,无传染性,,内科  呼吸内科,痰液常规检查,呼吸困难 发热伴咳嗽、咯...,高血压 便血,药物治疗 康复治疗 支持治疗,雷公藤多苷片 甲泼尼龙片,10-30天,70%,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,,,,,
 肺放线菌病,,,无特殊人群,无传染性,,内科  呼吸内科,痰液病原体检查,低热 咯血,膈下脓肿,大剂量青霉素治疗、手术治疗,盐酸克林霉素棕榈酸酯分散片 盐酸克林霉素胶囊,2-12月,96%,根据不同医院，收费标准不一致，省市三甲医院约（5000——10000元）,,,,,
 肺曲菌病,,,免疫低下或免疫缺陷人群,不传染,,内科  呼吸内科,胸部平片,咳出棕色痰栓 嗜酸性粒细胞增多,哮喘 过敏性鼻炎,抗曲霉菌药物治疗...,乳酸左氧氟沙星片 阿奇霉素片,3-6月,70-80%,依据病情严重程度及是否有并发症收费不同，市三甲医院约（3000——50000元）,,,,,
 肺炎杆菌肺炎,,,多见于老年人,有传染性,,内科  呼吸内科,痰液细菌涂片检查,畏寒 高热,感染性休克 脑疝,药物治疗 支持性治疗,头孢氨苄胶囊 盐酸左氧氟沙星胶囊,7-21天,68%,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,,,,,
 肺性脑病,,,无特殊人群,无传染性,,内科  神经内科,脑电图检查,昏迷 头昏,上消化道出血 腹泻,药物治疗 病因治疗...,注射用青霉素钠 醒脑静注射液,10-30天,70%,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,,,,,
 肺脓肿,,,多发生于壮年，男多于女,无传染性,,内科  呼吸内科,血常规,痰中带血丝 咳嗽伴杵状指,脓胸 气胸,药物治疗 支持性治疗...,阿莫西林克拉维酸钾(4:1)分散片 回生甘露丸,8-12周,70%,根据不同医院，收费标准不一致，市三甲医院约（10000-20000元）,,,,,
 口蹄疫,,,无特定人群,接触传播,,外科  感染科,中和试验,充血 低血压,柯萨奇病毒感染,药物治疗 康复治疗,阿昔洛韦片 盐酸伐昔洛韦胶囊,2-4个月,95%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）,,,,,
 肺隐球菌病,,,无特殊人群,呼吸道传播,,内科  呼吸内科,隐球菌病胶乳凝集试验,发热伴咳嗽、咯... 痰呈粘液脓性,胸腔积液 脑膜炎,药物治疗 支持治疗,伏立康唑片 盐酸伊曲康唑胶囊,治疗周期7天,87%,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,,,,,
 咳嗽晕厥综合征,,,无特定人群,无传染性,,内科  呼吸内科,脑脊液压力,抽搐 发绀,头痛,药物治疗 对症治疗 康复治疗,阿司匹林肠溶胶囊 复方鲜竹沥液,3-6个月,75%,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 5000元）,,,,,
 眶骨膜下脓肿,,,无特定人群,无传染性,,五官科  眼科,CT检查,鼻塞 发烧,眼球突出,药物治疗 支持性治疗,强力康颗粒 复方阿胶补血膏,7-10天,30%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）,,,,,
 柯萨奇病毒疹,,,无特定人群,接触传播,,皮肤性病科  皮肤科,补体结合试验,斑丘疹 风团,脑膜炎 肺炎,药物治疗 支持性治疗,地巴唑片 乙酰谷酰胺注射液,7-14天,90%,根据不同医院，收费标准不一致，市三甲医院约（500——1000元）,,,,,
 克拉伯病,,,好发于婴幼儿,无传染性,,内科  神经内科,颅脑CT检查,交叉腿 痴呆,痴呆,药物治疗 支持性治疗,盐酸甲氯芬酯胶囊 地塞米松磷酸钠注射液,3个月,30%,根据不同医院，收费标准不一致，市三甲医院约（10000——30000元）,,,,,
 口腔癌皮肤转移,,,无特定人群,无传染性,,肿瘤科  肿瘤外科,肿瘤标志物检测,皮肤转移 多发性结节,口腔结核性溃疡,手术治疗 药物治疗...,氟尿嘧啶注射液 注射用盐酸平阳霉素,2-3个月,30%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）,,,,,
 卵巢未成熟畸胎瘤,,,女性,无传染性,,妇产科  妇科,腹腔镜,腹腔种植 腹水,腹膜转移癌,手术治疗 化学治疗...,注射用硫酸长春新碱 注射用放线菌素D,14--30天,80%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）,,,,,
 老年人缺血性心肌病,,,老年人,无传染性,,内科  心内科,心电图,心电图异常 乏力,心绞痛 急性心肌梗死,药物治疗 对症治疗...,健心片 三磷酸腺苷二钠片,3-6个月,60-70%,根据不同医院，收费标准不一致，市三甲医院约(10000——50000元),,,,,
 卵巢小细胞癌,,,女性,无传染性,,妇产科  妇科,肿瘤相关抗原,腹水 腹痛,恶心和呕吐 便秘,药物治疗 支持性治疗...,醋酸甲地孕酮分散片 苯丁酸氮芥片,6个月--1年以上,20--30%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）,,,,,
 老年人尿崩症,,,老年人,无传染性,,内科  内分泌科,尿钾,垂体功能减退 低血钾,甲状腺功能减退 低钠血症,药物治疗 对症治疗...,醋酸去氨加压素片 氢氯噻嗪片,15-30天,30%,根据不同医院，收费标准不一致，市三甲医院约（2000—— 5000元）,,,,,
 流行性出血性结膜炎,,,无特殊人群,接触传播、医源性传播,,五官科  眼科,裂隙灯,角膜炎 结膜充血,瘫痪 延髓性麻痹,抗病毒治疗 对症治疗...,猴头菌提取物颗粒 柳氮磺吡啶栓,2至3周,94%,根据不同医院，收费标准不一致，市三甲医院约（2000——5000元）,,,,,
 泪腺肿瘤,,,多发生于中、老年人,无传染性,,肿瘤科  肿瘤外科,眼科检查,泪腺囊肿 泪腺肿大,泪腺混合瘤 非炎性单纯性突眼,手术治疗 药物治疗 支持治疗,强力康颗粒 复方阿胶补血膏,1-3个月,60%,根据不同医院，收费标准不一致，市三甲医院约（10000——30000元）,,,,,
 老烂腿,,,无特殊人群,无传染性,,内科  血液科,皮肤颜色,小腿溃疡 足部坏疽,血栓闭塞性脉管炎,药物治疗 支持性治疗,抗栓胶囊 毛冬青胶囊,1-3个月,60%,根据不同医院，收费标准不一致，市三甲医院约（3000——5000元）,,,,,
 里尔黑变病,,,无特定人群,无传染性,,皮肤性病科  皮肤科,涂片,网状色素沉着斑 瘙痒,肿胀,药物治疗 支持性治疗,排毒养颜片 调经养颜片,1-3个月,20%,根据不同医院，收费标准不一致，市三甲医院约（2000——5000元）,,,,,
 癃闭,,,无特殊人群,无传染性,,中医科  中医综合,尿常规,排尿困难及尿潴留 少尿,尿潴留 前列腺增生,药物治疗 康复治疗,石淋通颗粒 甲硫酸新斯的明注射液,1个月,60%,根据不同医院，收费标准不一致，市三甲医院约（1000——2000元）,,,,,
 泪腺分泌功能减退,,,无特定人群，用眼多的视屏终端人群高发,无传染性,,五官科  眼科,眼科检查,眼痛 角膜炎,角膜炎,药物治疗 支持性治疗,强力康颗粒 复方阿胶补血膏,终身治疗,20%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）,,,,,
 六瘤,,,无特殊人群,无传染性,,中医科  中医综合,CT检查,静脉曲张 低热,肉瘤,药物治疗 支持治疗...,注射用重组人白介素-2(Ⅰ),1-3个月,70%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）,,,,,
 臁疮,,,无特殊人群,无传染性,,中医科  中医综合,皮损,浆液脓性分泌物 瘙痒,创伤性溃疡 营养不良,药物治疗 支持性治疗,抗栓胶囊 毛冬青胶囊,2-4周,60%,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,,,,,
 肺癌,,,多发于有吸烟史的男性,无传染性,,肿瘤科  肿瘤内科,胸部CT检查,干性咳嗽 发热伴咳嗽、咯...,肺不张 肺炎,药物治疗 手术治疗...,威麦宁胶囊 紫龙金片,1-4个月,根据病期和治疗敏感性,根据不同病期和病理 治疗方法不同 费用不同（50000-100000元）,,,,,
 老年人痛风,,,老年人,无传染性,,内科  内分泌科,类风湿因子,白细胞增多 背痛,糖尿病 高血脂,药物治疗 支持性治疗...,贝诺酯片 阿司匹林片,3-6个月，大部分病人需终生降尿酸治疗,65%,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 3000元）,,,,,
 痨瘵,,,无特殊人群,呼吸道传播,,中医科  中医综合,结核杆菌检查,痰中带血丝 消瘦,咳嗽,药物治疗 支持性治疗,蛇胆川贝液 抗痨颗粒,1-2年,70%,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,,,,,
 老年人院内获...,,,老年人,呼吸道传播,,内科  呼吸内科,心电图,胸痛 鼻塞,呼吸衰竭 心力衰竭,抗菌药物...,头孢氨苄胶囊 盐酸左氧氟沙星胶囊,2-4周,85%,根据不同医院，收费标准不一致，省市三甲医院约（6000-15000元）,,,,,
 老年人神经症,,,老年人,无传染性,,精神科,心电图,坐立不安 疲劳,心律失常,药物治疗 心理治疗,珍珠末 安乐片,1年左右,80%,根据不同医院，收费标准不一致，市三甲医院约（500-10000元）,,,,,
 老年人神经梅毒,,,老年人,血源性传播,,皮肤性病科  性病科,脑脊液细胞学检查,痴呆 感觉障碍,癫痫 视神经萎缩,药物治疗 支持性治疗,依托红霉素片 罗红霉素分散片,30天,30%,根据不同医院，收费标准不一致，市三甲医院约（2000——20000元）,,,,,
 偻附,,,无特殊人群,无传染性,,中医科  中医综合,血清钙,驼背 青少年脊柱侧凸,背痈,支持治疗 康复治疗,,2-4月,80%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）,,,,,
 流行性斑疹伤寒,,,无特殊人群,虫媒传播,,传染科,心电图,低热 斑疹,流产 急性肾炎,药物治疗 支持性治疗,诺氟沙星胶囊,8-12周,75%-85%,根据不同医院，收费标准不一致，市三甲医院约（3000-5000元）,,,,,
